OBJECTID,type,crash/near-miss date,crash/near-miss mode,crash/near-miss time of day,mode involved,e-scooter involved,Was anyone injured?,crash cause,crash narrative,nearmiss cause,nearmiss narrative,police,unsafe location mode,unsafe location time of day,unsafe location cause,unsafe location narrative,safe location mode,safe location cause,safe location narrative,mobility device,e-bike,e-scooter,improvement,improvement narrative,address,report date,latitude,longitude,type,coordinates
804,unsafe,,,,,,,,,,,,"walk, bike, scooter","day, night","poor-sidewalk, poor-bikelane",,,,,,,,"sidewalk, bikelane",,"800 Trout Gulch Rd, Aptos, CA, 95003, USA",11/5/2020,36.97915101,-121.893756,LineString,"[[-121.898139,36.979209],[-121.897731,36.979295],[-121.89683,36.979244],[-121.896272,36.979107],[-121.89537,36.978892],[-121.894598,36.979064],[-121.893375,36.979467],[-121.892248,36.979278],[-121.892409,36.978867],[-121.893021,36.978301],[-121.893622,36.977632],[-121.893675,36.977375],[-121.893611,36.977067]]"
805,unsafe,,,,,,,,,,,,"bike, ride","day, night","poor-bikelane, driving-speed",,,,,,,,"speed, education, enforcement",,"Deer Valley Rd, Brentwood, CA, 94513, USA",11/5/2020,37.93730474,-121.7748518,LineString,"[[-121.778115,37.925277],[-121.778061,37.927883],[-121.777192,37.929229],[-121.777074,37.929703],[-121.777053,37.931192],[-121.777267,37.931861],[-121.778061,37.933172],[-121.777858,37.933875],[-121.77377,37.938715],[-121.773545,37.940026],[-121.773663,37.945331],[-121.774306,37.946482],[-121.77598,37.947514],[-121.776752,37.948056],[-121.777525,37.949003]]"
806,incident,Aug-20,bike,day,ped,,minor,other,,,,no,,,,,,,,,no,,bikelane,,"Arana Gulch Trl, Santa Cruz, CA, 95062, USA",11/5/2020,36.97566538,-121.9989199,LineString,"[[-121.998872,36.975087],[-121.998925,36.976244]]"
807,nearMiss,Oct-20,walk,day,driver,,none,,,"poor-sidewalk, poor-bikelane, poor-street, poor-lighting, unsafe-speed",,,,,,,,,,,,,"speed, sidewalk, bikelane, pavement, lighting, enforcement",,"1644 Old Arcata Rd, Bayside, CA, 95524, USA",11/8/2020,40.84615001,-124.06593,LineString,"[[-124.065762,40.845745],[-124.066355,40.846537]]"
808,unsafe,,,,,,,,,,,,"walk, bike","day, night","poor-sidewalk, driving-speed",,,,,,,,"speed, sidewalk, signs, crosswalks",,"201-299 11th St, Arcata, CA, 95521, USA",11/9/2020,40.86930698,-124.0802763,LineString,"[[-124.082648,40.869882],[-124.077889,40.868836]]"
809,unsafe,,,,,,,,,,,,bike,"day, night",poor-bikelane,,,,,,,,bikelane,,"5000-5098 Thurber Ln, Santa Cruz, CA, 95065, USA",11/9/2020,37.00118625,-121.9746802,LineString,"[[-121.975536,37.003358],[-121.975408,37.001936],[-121.974185,37.000548],[-121.974871,36.999005]]"
810,positive,,,,,,,,,,,,,,,,other,other,,,,,bikelane,,"Benson Ave, Santa Cruz, CA, 95065, USA",11/9/2020,36.99664002,-121.9736499,LineString,"[[-121.972983,36.998337],[-121.973712,36.996418]]"
811,unsafe,,,,,,,,,,,,walk,night,"poor-sidewalk, poor-street, poor-lighting",,,,,,,,"sidewalk, pavement, lighting, other",,"300-398 California St, Santa Cruz, CA, 95060, USA",11/9/2020,36.96638951,-122.0349932,LineString,"[[-122.034802,36.968427],[-122.03521,36.964672],[-122.034824,36.968444],[-122.034438,36.969335],[-122.034159,36.971821]]"
812,nearMiss,Aug-20,bike,day,ped,,none,,,"poor-sidewalk, poor-bikelane",,,,,,,,,,,no,,"sidewalk, bikelane, signs",,"3001-3099 Mission St, Santa Cruz, CA, 95060, USA",11/9/2020,36.96032109,-122.0607193,LineString,"[[-122.062097,36.96078],[-122.059393,36.959751]]"
813,unsafe,,,,,,,,,,,,bike,"day, night",,,,,,,,,,,"1911-1917 E Lake Ave, Watsonville, CA, 95076, USA",11/9/2020,36.9331097,-121.7436548,LineString,"[[-121.745424,36.926841],[-121.743622,36.932742],[-121.743536,36.936789],[-121.742034,36.939259]]"
814,unsafe,,,,,,,,,,,,walk,,poor-sidewalk,,,,,,,,,,"313-329 Green Valley Rd, Watsonville, CA, 95076, USA",11/9/2020,36.94399924,-121.7678677,LineString,"[[-121.770487,36.939053],[-121.765165,36.948897]]"
815,unsafe,,,,,,,,,,,,walk,,poor-sidewalk,,,,,,,,,,"8 Cutter Dr, Watsonville, CA, 95076, USA",11/9/2020,36.93425201,-121.737387,LineString,"[[-121.742957,36.93576],[-121.742141,36.934937],[-121.736112,36.933805],[-121.732121,36.93245]]"
816,unsafe,,,,,,,,,,,,walk,,,,,,,,,,,,"204-208 Holohan Rd, Watsonville, CA, 95076, USA",11/9/2020,36.93911873,-121.7563719,LineString,"[[-121.769199,36.940974],[-121.759758,36.938779],[-121.757312,36.939362],[-121.743536,36.936138]]"
817,unsafe,,,,,,,,,,,,walk,,,,,,,,,,,,"500-518 Casserly Rd, Watsonville, CA, 95076, USA",11/9/2020,36.9727556,-121.7404662,LineString,"[[-121.765981,36.969438],[-121.765165,36.97057],[-121.764908,36.972421],[-121.764135,36.972627],[-121.762848,36.972387],[-121.755123,36.973141],[-121.750574,36.97585],[-121.742249,36.976295],[-121.742377,36.974615],[-121.738386,36.970775],[-121.743064,36.967278],[-121.741605,36.965392],[-121.739545,36.964878],[-121.733365,36.964569],[-121.730576,36.960523],[-121.730232,36.958637],[-121.727571,36.956168]]"
818,unsafe,,,,,,,,,,,,bike,,,,,,,,,,,,"421-549 Browns Valley Rd, Watsonville, CA, 95076, USA",11/9/2020,37.00710108,-121.7944566,LineString,"[[-121.806965,36.988363],[-121.804132,36.98898],[-121.800871,36.98898],[-121.797438,36.999468],[-121.797438,37.001182],[-121.797009,37.002895],[-121.794605,37.005089],[-121.794348,37.008927],[-121.793575,37.010435],[-121.792889,37.015164],[-121.787395,37.018453],[-121.779499,37.026951]]"
819,unsafe,,,,,,,,,,,,"walk, bike",,"poor-sidewalk, poor-bikelane, poor-lighting",,,,,,,,"sidewalk, bikelane",,"50-88 Brookwood Dr, Santa Cruz, CA, 95065, USA",11/9/2020,36.98945846,-121.9885061,LineString,"[[-121.988668,36.991002],[-121.98854,36.989494],[-121.988261,36.989357],[-121.986587,36.989442]]"
820,unsafe,,,,,,,,,,,,bike,,poor-sign,,,,,,,,,,"23701-23727 E Cliff Dr, Santa Cruz, CA, 95062, USA",11/9/2020,36.9585134,-121.9686975,LineString,"[[-121.964872,36.960643],[-121.964872,36.960249],[-121.965258,36.95994],[-121.965805,36.959588],[-121.966556,36.959348],[-121.966996,36.959083],[-121.967822,36.958774],[-121.968809,36.95844],[-121.969174,36.958062],[-121.970483,36.957154],[-121.970987,36.956665],[-121.971588,36.956022],[-121.971921,36.955816],[-121.972189,36.955825]]"
821,unsafe,,,,,,,,,,,,bike,"day, night","driving-speed, other",,,,,,,,"speed, education, enforcement, other",,"700-798 36th Ave, Santa Cruz, CA, 95062, USA",11/11/2020,36.96341294,-121.969457,LineString,"[[-121.974034,36.963472],[-121.964958,36.963352]]"
822,unsafe,,,,,,,,,,,,bike,"day, night","poor-bikelane, poor-sign, no-yield, driving-speed, other",,,,,,,,"speed, bikelane",,"CA-1 N, Aptos, CA, 95003, USA",11/11/2020,36.97803691,-121.9103229,LineString,"[[-121.9081,36.979467],[-121.908427,36.979848],[-121.909264,36.979235],[-121.909769,36.978627],[-121.910246,36.978121],[-121.911276,36.977002],[-121.91163,36.97615],[-121.911721,36.975503]]"
823,unsafe,,,,,,,,,,,,"walk, bike, scooter","day, night","poor-sidewalk, poor-bikelane, obstacle",,,,,,,,"sidewalk, bikelane, crosswalks",,"140 Willowbrook Dr, Ben Lomond, CA, 95005, USA",11/11/2020,37.07263601,-122.085098,LineString,"[[-122.095184,37.094622],[-122.074585,37.050793]]"
824,unsafe,,,,,,,,,,,,"walk, bike, ride","day, night","poor-sidewalk, poor-bikelane, driving-speed",,,,,,,,"speed, bikelane, crosswalks, education, enforcement",,"36-48 Scenic Dr, Trinidad, CA, 95570, USA",11/13/2020,41.05970958,-124.138038,LineString,"[[-124.139886,41.061783],[-124.136667,41.058159],[-124.137397,41.057835]]"
825,unsafe,,,,,,,,,,,,"walk, bike",,poor-bikelane,,,,,,,,bikelane,,"1321-1599 Conference Dr, Scotts Valley, CA, 95066, USA",11/17/2020,37.05335275,-122.045572,LineString,"[[-122.039931,37.053841],[-122.040553,37.053859],[-122.041433,37.054013],[-122.042785,37.053619],[-122.045038,37.053379],[-122.047677,37.053242],[-122.05184,37.052471]]"
826,unsafe,,,,,,,,,,,,bike,,poor-bikelane,,,,,,,,bikelane,,"95066, Scotts Valley, CA, USA",11/17/2020,37.05325599,-122.0470396,LineString,"[[-122.050016,37.052917],[-122.047012,37.053259],[-122.044051,37.053516]]"
827,unsafe,,,,,,,,,,,,bike,,poor-bikelane,,,,,,,,,,"1321-1599 Conference Dr, Scotts Valley, CA, 95066, USA",11/17/2020,37.05335275,-122.045572,LineString,"[[-122.041411,37.05391],[-122.050681,37.052711]]"
828,unsafe,,,,,,,,,,,,bike,,poor-bikelane,,,,,,,,bikelane,,"1750-2910 El Rancho Dr, Santa Cruz, CA, 95060, USA",11/17/2020,37.02866856,-122.0231414,LineString,"[[-122.021713,37.033392],[-122.022314,37.03233],[-122.022486,37.03048],[-122.023001,37.028869],[-122.025361,37.026197],[-122.025275,37.025786],[-122.025533,37.024347]]"
829,unsafe,,,,,,,,,,,,"walk, bike",,poor-bikelane,,,,,,,,bikelane,,"Mt Hermon Rd, Felton, CA, 95018, USA",11/17/2020,37.05485156,-122.053562,LineString,"[[-122.037163,37.051341],[-122.042656,37.056342],[-122.044716,37.056616],[-122.051325,37.054903],[-122.057076,37.055383],[-122.062054,37.055657],[-122.064114,37.053259],[-122.068748,37.05367],[-122.071066,37.052369]]"
830,unsafe,,,,,,,,,,,,bike,,poor-bikelane,,,,,,,,bikelane,,"1550 Glen Canyon Rd, Santa Cruz, CA, 95060, USA",11/17/2020,37.01782,-122.016684,LineString,"[[-122.017593,37.035584],[-122.017937,37.029692],[-122.020683,37.023936],[-122.020855,37.020372],[-122.015877,37.017083],[-122.00901,37.008173],[-122.008839,36.999262]]"
831,unsafe,,,,,,,,,,,,bike,,poor-bikelane,,,,,,,,bikelane,,"Mt Hermon Rd, Felton, CA, 95018, USA",11/17/2020,37.05486097,-122.0534572,LineString,"[[-122.037678,37.051136],[-122.042656,37.056273],[-122.044973,37.056684],[-122.052011,37.054698],[-122.055273,37.055109],[-122.058792,37.055862],[-122.061195,37.055794],[-122.064028,37.053876],[-122.065058,37.052848],[-122.068663,37.053396],[-122.070723,37.052232]]"
832,unsafe,,,,,,,,,,,,bike,,poor-bikelane,,,,,,,,bikelane,,"1100-1599 Glen Canyon Rd, Santa Cruz, CA, 95060, USA",11/17/2020,37.01904222,-122.0167432,LineString,"[[-122.017937,37.035173],[-122.017164,37.031953],[-122.018881,37.030171],[-122.019138,37.028253],[-122.021198,37.025169],[-122.021284,37.022771],[-122.021542,37.021263],[-122.017508,37.02003],[-122.014418,37.013382],[-122.008839,37.007762],[-122.009954,37.001456]]"
833,unsafe,,,,,,,,,,,,bike,,poor-bikelane,,,,,,,,bikelane,,"1600-1899 Glen Canyon Rd, Santa Cruz, CA, 95060, USA",11/17/2020,37.02000848,-122.0181305,LineString,"[[-122.018194,37.036269],[-122.017164,37.031473],[-122.018795,37.03024],[-122.018795,37.027773],[-122.021198,37.024621],[-122.021112,37.022908],[-122.021713,37.020578],[-122.016907,37.019756],[-122.009354,37.008242],[-122.009611,37.002416]]"
834,unsafe,,,,,,,,,,,,bike,,,,,,,,,,other,,"1100-1599 Glen Canyon Rd, Santa Cruz, CA, 95060, USA",11/17/2020,37.01896556,-122.0167157,LineString,"[[-122.018194,37.035653],[-122.017593,37.031336],[-122.018967,37.030308],[-122.018881,37.028458],[-122.021112,37.024621],[-122.021027,37.020852],[-122.017422,37.019687],[-122.009096,37.00831],[-122.009697,37.000908]]"
835,unsafe,,,,,,,,,,,,bike,,"poor-bikelane, driving-speed",,,,,,,,bikelane,,"Graham Hill Rd, Santa Cruz, CA, 95060, USA",11/17/2020,37.02400805,-122.0375474,LineString,"[[-122.061882,37.046409],[-122.058792,37.046409],[-122.045746,37.041476],[-122.036476,37.020646],[-122.03373,37.005569],[-122.02755,36.992407]]"
836,unsafe,,,,,,,,,,,,bike,,poor-bikelane,,,,,,,,bikelane,,"2501-2553 Graham Hill Rd, Santa Cruz, CA, 95060, USA",11/17/2020,37.02657106,-122.0387232,LineString,"[[-122.035275,37.016535],[-122.042313,37.036543]]"
837,unsafe,,,,,,,,,,,,bike,,poor-bikelane,,,,,,,,bikelane,,"920 Graham Hill Rd, Santa Cruz, CA, 95060, USA",11/17/2020,37.00580199,-122.033646,LineString,"[[-122.03742,37.023525],[-122.034159,37.014753],[-122.033901,37.005774],[-122.028837,36.99796],[-122.027979,36.991996],[-122.026606,36.989185]]"
838,unsafe,,,,,,,,,,,,bike,,poor-bikelane,,,,,,,,bikelane,,"15 Rincon Ct, Santa Cruz, CA, 95060, USA",11/17/2020,37.02205399,-122.036551,LineString,"[[-122.062569,37.046272],[-122.060509,37.045792],[-122.058706,37.04682],[-122.051668,37.043326],[-122.045403,37.041339],[-122.041712,37.03579],[-122.03536,37.018111],[-122.034502,37.015507],[-122.033987,37.006048],[-122.028837,36.997617],[-122.027035,36.990282],[-122.026091,36.987266]]"
839,unsafe,,,,,,,,,,,,"walk, bike",,"poor-sidewalk, poor-bikelane",,,,,,,,bikelane,,"2501-2553 Graham Hill Rd, Santa Cruz, CA, 95060, USA",11/17/2020,37.02630524,-122.0386047,LineString,"[[-122.042259,37.036766],[-122.041326,37.032869],[-122.034652,37.015841]]"
840,unsafe,,,,,,,,,,,,bike,,poor-bikelane,,,,,,,,bikelane,,"1701-1999 Graham Hill Rd, Santa Cruz, CA, 95060, USA",11/17/2020,37.02283098,-122.037136,LineString,"[[-122.062654,37.04634],[-122.061024,37.045724],[-122.058878,37.046614],[-122.055359,37.045381],[-122.050896,37.042572],[-122.045746,37.041271],[-122.043171,37.038256],[-122.035017,37.016055],[-122.033987,37.006185],[-122.028837,36.997275],[-122.026777,36.98898]]"
841,unsafe,,,,,,,,,,,,bike,,poor-bikelane,,,,,,,,bikelane,,"698-930 Granite Creek Rd, Santa Cruz, CA, 95065, USA",11/17/2020,37.02815809,-121.9957448,LineString,"[[-121.997252,37.051204],[-121.998539,37.047985],[-121.998281,37.04634],[-121.997595,37.041819],[-121.995878,37.037914],[-121.996565,37.034077],[-121.995707,37.028732],[-121.996222,37.024347],[-121.997423,37.018248],[-122.001286,37.011394],[-122.001801,37.007419],[-122.001801,37.005363]]"
842,unsafe,,,,,,,,,,,,bike,,poor-bikelane,,,,,,,,bikelane,,"2608-3486 CA-9, Santa Cruz, CA, 95060, USA",11/17/2020,37.0182657,-122.0633338,LineString,"[[-122.031112,36.989665],[-122.0333,36.991927],[-122.03506,36.994601],[-122.037506,36.996692],[-122.037249,36.999914],[-122.038665,37.001079],[-122.039309,37.003375],[-122.042613,37.005329],[-122.043386,37.0067],[-122.046432,37.008173],[-122.04875,37.00831],[-122.050209,37.010915],[-122.062054,37.014479],[-122.063684,37.019618],[-122.061024,37.022497],[-122.060938,37.024004],[-122.05965,37.024347],[-122.058878,37.029897],[-122.064972,37.031542],[-122.063084,37.032981],[-122.067289,37.03853],[-122.072353,37.041065],[-122.073555,37.051684]]"
843,unsafe,,,,,,,,,,,,bike,,poor-bikelane,,,,,,,,bikelane,,"1801-3199 La Madrona Dr, Santa Cruz, CA, 95060, USA",11/17/2020,37.0207498,-122.0276832,LineString,"[[-122.023172,37.032604],[-122.023172,37.031645],[-122.023816,37.030925],[-122.023344,37.029589],[-122.024546,37.028081],[-122.026348,37.026574],[-122.029524,37.025101],[-122.027464,37.021572],[-122.028623,37.018556],[-122.027893,37.016809],[-122.024117,37.012628],[-122.022271,37.008859],[-122.020769,37.008207]]"
844,unsafe,,,,,,,,,,,,"walk, bike",,"poor-sidewalk, poor-bikelane",,,,,,,,"sidewalk, bikelane",,"1801-3199 La Madrona Dr, Santa Cruz, CA, 95060, USA",11/17/2020,37.02096032,-122.0275874,LineString,"[[-122.023087,37.032638],[-122.023044,37.031507],[-122.023859,37.03072],[-122.023258,37.029863],[-122.026176,37.026608],[-122.029653,37.024861],[-122.027378,37.021332],[-122.028537,37.018556],[-122.028065,37.017014],[-122.023387,37.011669],[-122.022228,37.008961],[-122.020984,37.008105]]"
845,unsafe,,,,,,,,,,,,bike,,poor-bikelane,,,,,,,,bikelane,,"3200 La Madrona Dr, Santa Cruz, CA, 95060, USA",11/17/2020,37.02494399,-122.028665,LineString,"[[-122.027721,37.016466],[-122.028558,37.017717],[-122.028558,37.018505],[-122.027464,37.02116],[-122.029374,37.024981],[-122.026155,37.026642],[-122.023666,37.029212],[-122.02343,37.029949],[-122.023709,37.030891],[-122.023001,37.032861]]"
846,unsafe,,,,,,,,,,,,walk,,poor-sidewalk,,,,,,,,sidewalk,,"906-968 Lockewood Ln, Scotts Valley, CA, 95066, USA",11/17/2020,37.03747297,-122.0420271,LineString,"[[-122.042243,37.036933],[-122.041717,37.037965]]"
847,unsafe,,,,,,,,,,,,bike,,poor-bikelane,,,,,,,,bikelane,,"518 Lockewood Ln, Scotts Valley, CA, 95066, USA",11/17/2020,37.04246301,-122.037776,LineString,"[[-122.042286,37.036903],[-122.042179,37.037002],[-122.041578,37.038201],[-122.0408,37.038997],[-122.037967,37.041391],[-122.036852,37.043523],[-122.036616,37.04515],[-122.036026,37.04569],[-122.035607,37.046015],[-122.035135,37.047411],[-122.034931,37.047848],[-122.034395,37.048327]]"
848,unsafe,,,,,,,,,,,,walk,,"poor-sidewalk, driving-speed",,,,,,,,sidewalk,,"400-519 Lockhart Gulch Rd, Scotts Valley, CA, 95066, USA",11/17/2020,37.05397619,-122.0351945,LineString,"[[-122.036841,37.050433],[-122.036712,37.050879],[-122.037077,37.051598],[-122.03712,37.052608],[-122.036626,37.053807],[-122.036047,37.053944],[-122.03506,37.053944],[-122.034502,37.054218],[-122.033751,37.055057],[-122.032828,37.055622],[-122.032721,37.056753],[-122.033172,37.057643]]"
849,unsafe,,,,,,,,,,,,"walk, bike",,"poor-sidewalk, poor-bikelane, driving-speed",,,,,,,,"sidewalk, bikelane",,"Mt Hermon Rd, Felton, CA, 95018, USA",11/17/2020,37.0548615,-122.0534513,LineString,"[[-122.070723,37.052163],[-122.069263,37.05367],[-122.065573,37.05278],[-122.061625,37.055314],[-122.060165,37.055999],[-122.053642,37.055109],[-122.044115,37.056753],[-122.04257,37.056136],[-122.037249,37.050862]]"
850,unsafe,,,,,,,,,,,,walk,,poor-sidewalk,,,,,,,,sidewalk,,"4150-4378 Soquel Dr, Soquel, CA, 95073, USA",11/17/2020,36.98786622,-121.9616825,LineString,"[[-121.964915,36.987386],[-121.962104,36.987917],[-121.959765,36.98766],[-121.958746,36.987643],[-121.958424,36.987771]]"
851,unsafe,,,,,,,,,,,,bike,,"poor-sidewalk, poor-bikelane, poor-lighting",,,,,,,,"bikelane, signs",,"116 English Dr, Santa Cruz, CA, 95065, USA",11/17/2020,36.98949399,-121.98904,LineString,"[[-121.988604,36.990865],[-121.98855,36.990368],[-121.988679,36.989408],[-121.988314,36.989297],[-121.987767,36.989357],[-121.98663,36.989357]]"
852,unsafe,,,,,,,,,,,,walk,,"poor-sidewalk, other",,,,,,,,sidewalk,,"3900-3998 Bonny Doon Rd, Santa Cruz, CA, 95060, USA",11/17/2020,37.04191523,-122.1505081,LineString,"[[-122.150561,37.042024],[-122.150534,37.041806]]"
853,unsafe,,,,,,,,,,,,bike,,poor-bikelane,,,,,,,,"bikelane, other",,"2608-3486 CA-9, Santa Cruz, CA, 95060, USA",11/17/2020,37.01667313,-122.0628801,LineString,"[[-122.034287,36.991585],[-122.035403,36.993573],[-122.036562,36.994293],[-122.038536,36.997035],[-122.038107,36.999125],[-122.040167,37.003032],[-122.042227,37.004678],[-122.04536,37.007522],[-122.049608,37.011189],[-122.060337,37.014273],[-122.061753,37.015575],[-122.06214,37.019447],[-122.060981,37.021503],[-122.060895,37.023148],[-122.059994,37.023559],[-122.059264,37.023627],[-122.058234,37.025683],[-122.05832,37.030548],[-122.058878,37.032021],[-122.057891,37.034762],[-122.059822,37.03853],[-122.062697,37.040106],[-122.064157,37.044696],[-122.064199,37.049697]]"
854,positive,,,,,,,,,,,,,,,,bike,car-traffic,,,,,bikelane,,"1251-1749 El Rancho Dr, Santa Cruz, CA, 95060, USA",11/17/2020,37.01287497,-122.0227898,LineString,"[[-122.019868,36.991756],[-122.018774,36.993093],[-122.018516,36.994995],[-122.019224,36.996281],[-122.020769,36.999742],[-122.020941,37.000959],[-122.020233,37.002518],[-122.020555,37.007077],[-122.020619,37.008345],[-122.021735,37.009715],[-122.020812,37.011394],[-122.022893,37.012971],[-122.024159,37.013725],[-122.025189,37.015421],[-122.026219,37.017014],[-122.027314,37.017991],[-122.027228,37.019807],[-122.026241,37.021794],[-122.025511,37.022634],[-122.02549,37.024604],[-122.025404,37.026129],[-122.022936,37.028989],[-122.02167,37.033495]]"
855,unsafe,,,,,,,,,,,,other,night,poor-lighting,,,,,,,,lighting,,"2501 Soquel Dr, Santa Cruz, CA, 95065, USA",11/17/2020,36.98844399,-121.974764,LineString,"[[-121.984034,36.98826],[-121.981738,36.989082],[-121.980879,36.989082],[-121.979764,36.988962],[-121.974463,36.988174],[-121.970172,36.987745],[-121.967232,36.987163],[-121.965065,36.987437]]"
856,unsafe,,,,,,,,,,,,bike,,other,,,,,,,,other,,"23665 E Cliff Dr, Santa Cruz, CA, 95062, USA",11/17/2020,36.95849499,-121.969003,LineString,"[[-121.972167,36.955791],[-121.971781,36.955773],[-121.969249,36.957951],[-121.968906,36.958414],[-121.966825,36.959083],[-121.965773,36.959528],[-121.964786,36.960351]]"
857,unsafe,,,,,,,,,,,,bike,,other,,,,,,,,"speed, crosswalks",,"1280-1338 Rodriguez St, Santa Cruz, CA, 95062, USA",11/17/2020,36.98178075,-121.9860778,LineString,"[[-121.992949,36.981489],[-121.98825,36.981558],[-121.986254,36.981798],[-121.98266,36.982381],[-121.979313,36.981935]]"
858,unsafe,,,,,,,,,,,,bike,,poor-street,,,,,,,,pavement,,"9600-10099 Soquel Dr, Aptos, CA, 95003, USA",11/17/2020,36.97291194,-121.879215,LineString,"[[-121.885114,36.976398],[-121.885457,36.97561],[-121.884856,36.974958],[-121.883075,36.974221],[-121.874363,36.971341],[-121.872904,36.971393],[-121.871638,36.972113]]"
859,unsafe,,,,,,,,,,,,"walk, bike, scooter","day, night","poor-sidewalk, poor-bikelane, no-yield, driving-speed",,,,,,,,,,"3050 Terrace Dr, Aptos, CA, 95003, USA",11/17/2020,36.98353102,-121.912796,LineString,"[[-121.918076,36.986014],[-121.917561,36.985774],[-121.916982,36.985517],[-121.916574,36.985329],[-121.916145,36.98502],[-121.915502,36.984763],[-121.914944,36.984472],[-121.914365,36.984163],[-121.913829,36.983923],[-121.913357,36.983683],[-121.912863,36.983443],[-121.912198,36.983101],[-121.911276,36.982672],[-121.910482,36.982243],[-121.909796,36.981712],[-121.909431,36.981404],[-121.909195,36.981095],[-121.908788,36.980478],[-121.908401,36.979981]]"
